Name,Team,WPA,-WPA,+WPA,pLI,Pulls,WPA/LI,Clutch,SD,MD,SV,BS,IP,FIP,WAR,HLD,ERA-,NameASCII,PlayerId,MLBAMID
"Francisley Bueno","- - -",1.154752051224932,-2.1485480535775423,3.3033000081777573,0.6774951901373475,42,0.7665383368730545,0.9379048356177067,12,5,0,1,60.1,3.5738146318827,0.48224208038300276,10,74.98219033921295,"Francisley Bueno",5980,499107
"Bruce Sutter","- - -",19.60966546833515,-128.24531292915344,147.8549792766571,1.9768590948392166,150,12.689467798918486,-2.769860721444884,350,145,300,,1042,2.9404765858624047,19.20465599000454,,74.98352367550447,"Bruce Sutter",1012743,123004
"Francisco Cordero","- - -",10.585143754258752,-103.37919184565544,113.96432998776436,1.773899699620021,225,5.753177799284458,0.2139824389895253,325,116,329,73,824.2,3.628085285238543,12.30925619485788,42,75.0212628706949,"Francisco Cordero",1243,150188
"Jhony Brito","- - -",0.34618592262268066,-3.381630063056946,3.7278160452842712,0.6521398059140585,27,0.8904944956302643,-0.35964831896197125,9,5,1,3,79,3.1966748394422333,1.099704071879387,0,75.02770629464847,"Jhony Brito",25386,666745
"Brennan Bernardino","- - -",0.9246681332588196,-5.9861080050468445,6.910776086617261,1.1597538568907313,77,1.0886328220367432,-0.2913359406641476,23,12,0,2,78.2,3.5428213975950573,1.0397268505766988,12,75.05075230113248,"Brennan Bernardino",16835,657514
"Jason Isringhausen","- - -",9.079354003071785,-77.00916707515717,86.08852134644985,1.6679380247906594,173,7.090492149814963,-1.647032100265867,249,92,300,48,688.2,3.7608593232427507,7.728957250714302,27,75.17905123894734,"Jason Isringhausen",1158,116414
"Andrew Bailey","- - -",4.760563932359219,-26.053977902512997,30.814542278647423,1.5078843623297233,83,4.081154458224773,-0.9240397276203556,102,37,95,18,274.1,3.466478623097204,4.187295939773321,16,75.18841516038464,"Andrew Bailey",1368,457732
"Glen Perkins","MIN",5.911323927284684,-33.819556167771225,39.73087965679588,1.4084248303905234,137,4.409164689481258,-0.2120475982939274,137,45,120,22,373.1,3.1587989891940054,6.695677514187992,35,75.22123068327713,"Glen Perkins",8041,450282
"Josh Fogg","- - -",0.20307996682822704,-2.380244008731097,2.5833240495994687,0.429656642448168,32,1.4783809185028076,-1.0057245069294063,6,4,0,0,80.1,3.6163788537304615,0.8615721389651299,2,75.22286259656455,"Josh Fogg",989,150319
"Tony Barnette","- - -",0.6009938456118107,-9.288421906530857,9.889415755867958,0.915119036342919,106,0.9220291897654533,-0.2652907527490447,31,19,2,5,145.1,3.642595522881248,1.727918989956379,20,75.22591547275668,"Tony Barnette",3555,501817
"Keone Kela","- - -",3.058514028787613,-21.046513468027115,24.105028301477432,1.367297316535811,170,2.895981777459383,-0.6590769054914674,89,36,28,13,227.1,3.39161238094066,4.023489650338888,59,75.26156897383682,"Keone Kela",14696,605309
"Mike Proly","- - -",2.005782153457403,-29.150026381015778,31.155808448791504,0.9607254140539124,166,2.7663848102092743,-0.6786060087786647,58,55,22,,443.1,3.979136647168194,0.6772923953831196,,75.26265504888337,"Mike Proly",1010545,120778
"Mike Montgomery","- - -",1.0993619579821825,-10.128357887268066,11.227719590067863,0.8426866503165639,72,2.1571243666112423,-0.8525327279882786,28,21,3,1,182.1,4.128363829224556,0.5864911153912544,9,75.2692125218069,"Mike Montgomery",4869,543557
"Tom Gordon","- - -",19.077811636030674,-79.40050580352545,98.47831998765469,1.510616484475317,340,12.192892208695412,0.4362640543894436,279,108,158,30,847.1,3.166910909495245,15.508975241333246,110,75.27765097898487,"Tom Gordon",282,114971
"Casey Janssen","- - -",6.130017843097448,-31.845781683921814,37.9758003950119,1.2098001104420852,216,5.483029215596616,-0.41606171395089664,141,52,90,20,415.2,3.442270801754209,4.8648643009364605,50,75.30105670037291,"Casey Janssen",7355,445163
"Jared Koenig","- - -",1.532168172299862,-2.715046815574169,4.2472148686647415,1.0401208582189347,27,1.330871433019638,0.14219600928076082,12,3,0,1,51.2,3.5010967726450666,0.41310857236385345,5,75.32061937225245,"Jared Koenig",27517,657649
"Reyes Moronta","- - -",1.7250059209764004,-13.727336656302214,15.452342465519905,1.2270898422645649,148,1.9963475335389376,-0.590577669294162,59,27,3,13,171.1,3.757945327168511,1.8356805332005024,33,75.33004049476915,"Reyes Moronta",14966,606625
"Kelvin Herrera","- - -",7.364952019765042,-44.02267630235292,51.38762781547848,1.3209969082546476,356,4.960544090718031,0.6147543628536001,192,79,61,23,513.2,3.4396294926117794,7.140661738812923,119,75.42016353358089,"Kelvin Herrera",6033,516969
"Vinnie Pestano","- - -",3.8962981812655926,-17.51855555176735,21.414854288101196,1.3646124202189522,156,1.1796814501285553,1.675560172720247,81,27,11,12,202.2,3.6231562519479796,2.618717484176159,66,75.44336598351792,"Vinnie Pestano",4782,502260
"Rick Rhoden","- - -",-0.46277398336678743,-4.489821842871606,4.027047896757722,0.8412968534041807,19,0.1987751517444849,-0.7488473188924332,7,7,1,,72,3.6595427671823213,0.11859576217830181,,75.4489930495511,"Rick Rhoden",1010887,121124
"Bob Knepper","- - -",0.41639812325593084,-3.226938152278308,3.6433359818765894,0.7177951451824996,22,0.3591928011737764,0.22091438685974185,7,5,1,,71.2,3.544415905058341,0.2684346865862608,,75.45836693199547,"Bob Knepper",1007031,117184
"B.J. Ryan","- - -",9.838148126058513,-51.85301979421638,61.6911756391637,1.487953880070826,311,6.719482417218387,-0.1076187984412913,191,81,117,24,536.2,3.3288109190215334,10.975281865336001,56,75.54361994976419,"B.J. Ryan",168,124805
"Arodys Vizcaíno","- - -",3.1618218710646033,-20.90505811944604,24.066880273632705,1.5290259526442254,93,1.7827549912035465,0.2851117219785926,84,25,50,13,200,3.7097350404175025,1.7925359793007374,28,75.58133311372185,"Arodys Vizcaino",5498,527055
"Zach Jackson","OAK",0.6238906048238277,-8.01130723953247,8.63519811630249,1.7833183470115164,57,0.8003019392490387,-0.4504538003178472,28,14,4,4,66,2.863445609205366,1.3655335307121277,27,75.58554338690627,"Zach Jackson",19493,667427
"Steve Karsay","- - -",3.875187856145203,-32.889332133345306,36.76451955270022,1.2765404999319312,166,3.0632898285984993,-0.027594638080188805,113,53,41,4,374,3.515081270053604,6.300081293213225,18,75.59737248713044,"Steve Karsay",829,116853
"Rafael Betancourt","- - -",10.985991358757019,-60.24273991584778,71.2287323474884,1.393868230872138,437,9.010198950767517,-1.128541907846662,249,107,75,46,685.2,3.05320385538973,15.291872203350067,150,75.60783867984507,"Rafael Betancourt",177,429783
"Cristian Javier","HOU",0.6294964961707592,-4.087043846026063,4.71654038131237,0.8491428676363709,29,0.7677349597215652,-0.026403294388271825,11,6,2,2,70,3.944870077207999,0.3270959109067917,5,75.63630444822493,"Cristian Javier",17606,664299
"Michael Gonzalez","- - -",4.773434050381184,-38.227655962109566,43.00108990073204,1.2935141029820603,324,2.0909526497125626,1.599331081540568,147,79,56,20,444.1,3.502086338396063,5.4328679367899895,92,75.63971029972366,"Michael Gonzalez",1794,283166
"Kiko Calero","- - -",4.197803918272257,-18.435408199205995,22.633212126791477,1.0165691137802024,245,4.979095853865147,-0.8497121637957612,87,39,7,16,297.2,3.339627522047858,4.847736015915871,69,75.67991520618338,"Kiko Calero",1676,425606
"Zack Kelly","BOS",0.6142560131847858,-4.747126907110214,5.361382722854614,1.1622029119358832,41,0.23731312341988087,0.29121421623513566,13,7,0,1,60.2,4.849993043685675,-0.3369448798475787,7,75.72466527070088,"Zack Kelly",20349,677161
"Seunghwan Oh","- - -",3.0408999398350716,-22.34028947353363,25.38119077682495,1.5014395280317827,144,2.633086070418358,-0.6077631166385626,83,37,42,15,225.2,3.4604827670870035,3.3897776305675507,45,75.73080319140448,"Seunghwan Oh",18719,493200
"Bud Black","- - -",1.9989502229727805,-12.628782279789448,14.62773253209889,1.016992761834814,60,1.777154304087162,0.18839579419117936,26,20,11,,197,4.100627092877458,0.36804659105837345,,75.77728707396584,"Bud Black",1001007,111034
"Tommy Phelps","- - -",-0.30885395407676697,-4.187161982059479,3.878308057785034,0.7992218434810638,46,0.3484436199069023,-0.7348869542526367,9,7,1,1,68,3.7079646666965926,0.5890964642167091,9,75.79489639755128,"Tommy Phelps",1665,425882
"Tim Burke","- - -",7.531003721058369,-67.72825539112091,75.2592596411705,1.5218538563696045,234,2.5479318518191576,2.4006403711560784,191,110,102,,687.1,3.4951759707261467,4.3296527825295925,,75.82783904029829,"Tim Burke",1001692,111730
"Clay Zavada","ARI",0.21092598140239716,-3.0596840381622314,3.2706100940704346,0.9187838435173035,40,0.558954119682312,-0.32938327677879853,8,6,0,0,51,3.920613232670913,0.28480666875839233,4,75.90948024355255,"Clay Zavada",8577,501826
"John Rocker","- - -",-0.9078443124890327,-33.28183954954147,32.37398974131793,1.6719756930350467,104,0.47615092527121305,-1.0191279053019886,115,52,88,3,255.1,3.734198257097659,3.7996477112174034,10,75.92008181662146,"John Rocker",1273,132340
"Roberto Hernandez","- - -",7.7633601278066635,-131.7730964422226,139.53645012527704,1.6947376230877864,341,3.884111812338233,0.6967507483582942,377,174,326,25,1060,3.8560095182531944,14.170726382639259,63,75.93010662888607,"Roberto Hernandez",605,115832
"Daniel Bard","- - -",10.401086241006851,-41.2220629863441,51.623146943748,1.6354518202146333,248,5.0404650047421455,1.319298158223936,158,60,66,28,403,3.859125710837521,5.284016547724605,91,75.9636598566008,"Daniel Bard",7115,453268
"Anthony Bender","MIA",-0.1091221272945404,-12.48352837562561,12.374406099319458,1.3654623833899262,96,0.7950572669506073,-0.8749731464519023,36,26,9,7,122.2,3.274260759857869,1.6124796271324158,26,76.00549252904604,"Anthony Bender",19742,669622
"Jeff Nelson","- - -",-1.4194038435816765,-68.04975008964539,66.63034611940384,1.1971845111641046,560,6.331960948649794,-7.517579230832123,204,148,33,12,784.2,3.731902297312638,9.317515403032303,44,76.03985088909651,"Jeff Nelson",1092,119704
"Joel Payamps","- - -",1.4368493519723415,-17.026341125369072,18.463190449401736,1.1040868513152928,143,1.6787285301834345,-0.37733693199473173,68,34,8,7,221,3.9707004338140885,1.675830703228712,42,76.05910938777721,"Joel Payamps",14332,606303
"John Hiller","DET",3.419841982424259,-73.17703664302826,76.59687900543213,1.759151507936307,55,3.0373803675174713,-1.0933511198967596,113,86,71,,603.2,3.560326318023946,6.7196113131940365,,76.07237509228719,"John Hiller",1005817,115951
"Alex Reyes","STL",1.1781239807605743,-13.012036919593811,14.190160870552063,1.5826170444488525,32,0.042467355728149414,0.7019477160625482,38,14,31,5,111.1,4.1681560438125835,0.7094698548316956,8,76.10404483860408,"Alex Reyes",15015,621052
"Mike Henneman","- - -",15.7951380610466,-74.85097336769104,90.64610767364502,1.6557721470762161,129,8.85094279050827,0.6884966117898408,229,95,193,,732.1,3.4494102384839924,11.29648166077095,,76.11049017478885,"Mike Henneman",1005656,115769
"Dave Smith","- - -",6.881613861769438,-84.47440430521965,91.35602152347565,1.594659906094079,177,5.857106097042561,-1.5416944939346005,243,118,216,,807.1,3.0340027379909946,8.640586741268635,,76.12250535531683,"Dave Smith",1012117,122371
"Scott Williamson","- - -",4.699447862803936,-37.86922210454941,42.56867150962353,1.4062058190896478,198,3.9418026469647884,-0.5998680602865214,121,58,55,13,384,3.5213632912457036,6.4276847038418055,23,76.17622582021706,"Scott Williamson",361,150182
"LaTroy Hawkins","- - -",9.768067968077958,-84.69602860696614,94.46409636642784,1.303447333868375,571,9.17002847418189,-1.6760026595076178,295,138,127,54,949,3.592177994733655,11.616794604808092,178,76.19223107057634,"LaTroy Hawkins",729,115629
"Octavio Dotel","- - -",10.811613626778126,-71.98882061243057,82.8004339337349,1.4102887284585306,419,10.011290695518255,-2.34504944391625,250,107,109,40,760,3.3458761805805217,13.316328198765405,127,76.23693988645338,"Octavio Dotel",555,136734
"Jose Valverde","- - -",15.902155384421349,-62.41911590099335,78.3212685585022,1.5687321438933863,106,6.8389053121209145,3.2980421880140014,256,71,288,40,630.1,3.659484345260611,8.464739367365837,22,76.24712174419062,"Jose Valverde",1726,407878
"Steve Howe","- - -",6.0158519595861435,-58.09356498718262,64.10941636562347,1.5151183324837492,240,6.252172097563744,-2.2816228469819126,173,118,91,,606,3.2102128409103026,10.0431527197361,,76.28053824711537,"Steve Howe",1006107,116222
"Josh Winckowski","BOS",0.010702070198021829,-10.92571407428477,10.9364158725366,1.2130901912711631,62,-0.06222480908036232,0.07104696449389132,28,20,3,4,114,3.747630028677777,1.147961799055338,21,76.36858866135465,"Josh Winckowski",22387,670174
"Victor Cruz","- - -",2.2821941673755646,-29.874709606170654,32.15689969062805,1.6441791335510076,59,2.0353620797395706,-0.6473173583310174,59,39,37,,271,3.7390136282350053,2.269418053328991,,76.4129153232072,"Victor Cruz",1002845,112908
"Mark Littell","- - -",4.241878107190132,-37.89185984432697,42.13373675942421,1.307906737220561,115,3.896165296435356,-0.6529079704546308,108,67,56,,430.2,3.096873750110297,4.957936827093363,,76.4228618882885,"Mark Littell",1007657,117817
"A.J. Minter","ATL",3.0534381940960884,-32.563305735588074,35.61674326658249,1.385835164809132,283,4.904272228479385,-2.7009523303898955,137,56,36,20,345.2,2.873128124798057,7.103925975970924,114,76.44896615592658,"A.J. Minter",18655,621345
"Kent Tekulve","- - -",14.271005555987358,-134.1001743376255,148.37117747217417,1.44125568881012,412,10.933914065361023,-1.0321279584355434,362,226,184,,1436.2,3.2628746505640676,14.55954122543335,,76.4596329443857,"Kent Tekulve",1012905,123175
"Arthur Rhodes","- - -",16.794618725776672,-71.31000351905823,88.10462290048599,1.3225591439104094,678,14.375875697471201,-1.6772990000843162,314,125,33,26,865.2,3.5164678713996547,14.36612293124199,173,76.48040812713121,"Arthur Rhodes",1097,121125
"Andy McGaffigan","- - -",3.893947960808873,-28.320748433470726,32.214695919305086,0.8903044278547341,189,3.51573047041893,0.8579959078623496,79,49,24,,489.2,3.0332378452517785,5.315990522503853,,76.51074755676844,"Andy McGaffigan",1008497,118680
"Pete Fairbanks","- - -",4.888120323419571,-21.229090213775635,26.11720982193947,1.6837047268991514,105,1.6176775619387627,1.285515762476222,96,33,61,10,196.2,2.889429879762857,4.726316124200821,33,76.52871204362688,"Pete Fairbanks",17998,664126
"Steve Reed","- - -",7.019575748592615,-65.42735373973846,72.44692993164062,1.0723682841769848,636,8.92135145328939,-2.3754885700170076,244,133,18,9,870.2,4.417915517957496,3.9625092335045338,50,76.5600643377111,"Steve Reed",1053,121002
"Dave Mlicki","- - -",0.44382399320602417,-8.855757947545499,9.299581959843636,1.1497988317869912,49,0.9458051873371005,-0.5598037574032719,19,12,1,0,112.2,3.759994132291475,0.9548269808292389,0,76.62789086128413,"Dave Mlicki",569,119211
"Brian Flynn","- - -",-0.6697059590369463,-8.547494093887508,7.8777879709377885,0.7139430197604587,71,0.5498599261045456,-1.487898313624106,15,16,1,1,161.1,4.149924868969098,0.5127466320991516,6,76.63468094802127,"Brian Flynn",12027,543169
"Nate Snell","- - -",0.6302798464894295,-10.052231788635254,10.682511687278748,0.6973481690686052,54,1.811482958495617,-0.9076591952078374,22,23,5,,210.2,3.983004718054909,0.9450509771704674,,76.64554959680756,"Nate Snell",1012228,122486
"Dylan Floro","- - -",0.8659840375185013,-34.860726453363895,35.726710207760334,1.2335030248306895,268,5.119688302278519,-4.417635676475379,116,61,32,17,388.1,3.020893776878565,6.965708501636982,52,76.65548492751547,"Dylan Floro",13394,571670
"Adam Ottavino","- - -",3.935600195080042,-67.46400202810764,71.39960117638111,1.3054667830060211,542,4.605564713478088,-1.5908574483742086,228,127,46,43,714,3.516699458503363,9.406563505530357,193,76.71275727515558,"Adam Ottavino",1247,493603
"Archie Bradley","- - -",4.9096443727612495,-29.745975896716118,34.65562001802027,1.4511183988258332,216,3.3959800803568214,-0.012628055646866976,120,45,32,23,310.1,3.4582408893828327,4.396486021578312,85,76.71662792247298,"Archie Bradley",12918,605151
"Camilo Doval","SFG",4.6418358981609344,-26.93582034111023,31.577655792236328,1.9758597768867028,55,2.272199437022209,0.07707451068420257,101,33,90,18,204.1,3.051382017462264,3.650619298219681,6,76.72009421740746,"Camilo Doval",21992,666808
"Pete Falcone","- - -",1.2389660342596471,-10.427715808153152,11.666681980714202,0.869443903991859,73,-0.40009168814867735,1.8251014312398752,21,24,7,,196.1,3.774373918098278,-0.034512707963585854,,76.7246806900254,"Pete Falcone",1003910,113987
"Joe Grahe","- - -",0.535790006571915,-19.410852402448654,19.946640118956566,1.3883263010861224,47,0.2058182768523693,0.18010685195398773,51,27,45,,193.2,4.278437677376962,1.0087290927767754,,76.91090968365613,"Joe Grahe",1004939,115035
"Rob Dibble","- - -",4.60377000272274,-49.10358667373657,53.707361698150635,1.5402936034855323,180,5.138901650905609,-2.1500104471085777,152,64,89,,477,2.434212319262744,12.884697526693344,,76.961635812886,"Rob Dibble",1003269,113333
"John Henry Johnson","- - -",1.2273138090968132,-15.189614206552505,16.416927576065063,0.8670084833612909,86,2.2528190910816193,-0.8372460803785862,40,26,9,,251.2,3.0526327619163265,3.8741922482149675,,77.02588470770206,"John Henry Johnson",1006472,116599
"Joe Smith","- - -",10.461364217102528,-58.89091247320175,69.35227662324905,1.2154655722945207,690,8.467596858739853,0.13928140713638015,273,123,30,36,762.1,3.6580761010168996,6.7481639087200165,228,77.02858672135766,"Joe Smith",3281,501925
"Jimmie Sherfy","- - -",0.9639499634504318,-2.2804688662290573,3.2444188445806503,0.6747916533534688,41,0.2064153552055359,1.2220995925712357,13,3,2,1,60.1,4.206230584946376,0.2319281532545574,3,77.03518797454674,"Jimmie Sherfy",15118,642073
"Richard Rodríguez","- - -",3.5297542214393616,-17.067960411310196,20.597714386880398,1.123661301088235,144,1.6783256232738495,1.4629716858182156,74,32,19,8,228,4.050016896815908,2.010097563266754,41,77.03795996559198,"Richard Rodriguez",13549,593144
"Jay Howell","- - -",4.741461753845215,-78.73684990406036,83.47830937057734,1.593826829069421,188,6.222314277663827,-3.247422860750243,216,112,155,,731.1,3.1143335234178737,12.064180517569184,,77.08269114313157,"Jay Howell",1006098,116226
"Chris Martin","- - -",6.124192222952843,-26.469101190567017,32.593293249607086,1.2766323368717583,280,3.223266899585724,1.5738795035513578,123,54,12,15,328.2,3.018402268010166,6.2261674515903,101,77.1006864574687,"Chris Martin",11847,455119
"Yonny Chirinos","TBR",1.0656461641192436,-7.373071953654289,8.438717752695084,0.841701808163641,28,1.4789372831583023,-0.21287588970093663,13,5,0,0,131,4.453193314976721,0.2827165573835373,1,77.10292472115087,"Yonny Chirinos",16401,630023
"Chad Jenkins","TOR",0.14874800853431225,-3.574063938111067,3.7228139750659466,0.7019898757819206,21,0.2194080650806427,-0.0075132590926969,7,6,0,0,72,4.267872297265521,0.01657911390066147,2,77.11039531547634,"Chad Jenkins",10326,554432
"Dave Roberts","- - -",1.3559240689501166,-12.801697921007872,14.157622050493956,1.040207735687956,71,0.8590493835508823,0.4444633883988063,29,27,11,,189.2,3.4099857566680294,2.2127075185999274,,77.12793154056821,"Dave Roberts",1011031,121276
"Dan Jennings","- - -",-3.106730245053768,-22.731422513723373,19.62469208240509,0.7774475593055672,312,0.12962840124964714,-4.125692454532889,55,58,2,12,348.1,3.8745562902327695,1.7541663125157356,45,77.18405243657982,"Dan Jennings",8073,543359
"Greg McMichael","- - -",4.257320269942284,-48.50628837943077,52.76360809803009,1.3687438237023537,289,4.031536631286144,-0.9211516226243055,150,81,53,,523.1,3.553284524451045,7.0885268319398165,,77.19451567715903,"Greg McMichael",1008640,118825
"Doug Jones","- - -",13.00318168103695,-113.66354075074196,126.6667301505804,1.5533319985828542,202,10.151082873344421,-1.7799286752077101,323,153,303,,1097.1,3.140515392163134,21.78637097030878,,77.20086479234207,"Doug Jones",1006552,116682
"Sean Runyan","DET",-1.5751820355653763,-5.142576277256012,3.5673940628767014,0.8590449212359733,90,-0.12980513274669647,-1.703838250301354,14,17,1,,64,5.216161650686499,-0.1332167387008667,,77.20238609441726,"Sean Runyan",1011305,132784
"Shigetoshi Hasegawa","- - -",4.734628349542618,-52.69072222709656,57.42535042762756,1.126756764950917,318,5.2232449278235435,-1.021248102227502,152,90,33,11,684,4.329615431950556,3.795106992125511,35,77.26547951660466,"Shigetoshi Hasegawa",1082,115586
"Dave Veres","- - -",9.795365795493126,-59.100940346717834,68.89630675315857,1.288857540040486,321,5.481164306402206,2.11887331698434,191,94,95,5,694,4.0134618457543265,5.65263906121254,20,77.26761132790953,"Dave Veres",1188,123707
"Stu Cliburn","CAL",2.661763877113117,-10.37972401920706,13.041483901906759,0.9816625454801172,43,2.47345719859004,0.23802842278638314,23,13,6,,179,3.8450938027604256,1.0535903749987483,,77.2701553536938,"Stu Cliburn",1002350,112403
"Peter Strzelecki","- - -",-0.44381962751504034,-6.373211665078998,5.9293920006603,0.9920099253866298,51,0.5494151934981346,-0.9968095351848514,17,13,1,3,82.1,3.4506592789445,0.7901919335126877,18,77.27173893306528,"Peter Strzelecki",21367,657265
"Pedro Báez","- - -",4.49598828330636,-25.38253364386037,29.87852177489549,1.078755512806882,307,3.5362107902765274,0.6315438398787014,116,47,3,15,362.2,3.631770358854328,3.780161343049258,100,77.30093229901082,"Pedro Baez",5420,520980
"Scott Alexander","- - -",2.076330317184329,-22.200874868780375,24.27720530703664,1.1383295018703823,244,2.6444988548755646,-0.820483652095769,79,48,10,13,282.1,3.7637359335824705,1.8888181902002543,58,77.32177515138193,"Scott Alexander",10591,518397
"Alex Colomé","- - -",5.9053763803094625,-53.37647841870785,59.281855784356594,1.7980625433426398,182,3.456696793437004,-0.1723970330230915,198,72,159,34,435.1,3.5955185063073283,5.524013005197048,52,77.36082671329847,"Alex Colome",6661,517008
"Jacob Latz","TEX",-0.8638238681014627,-4.223109776969068,3.359286147169769,0.9630768949342934,38,-0.011629551649093628,-0.8853121906407552,13,9,0,3,50,4.798746508347909,-0.13308562338352203,9,77.39313193158563,"Jacob Latz",21306,656641
"Steve Mingori","KCR",-0.8623139634728432,-28.51639986038208,27.654085636138916,1.0267113433692563,137,2.2977606058120728,-3.137640255571345,65,54,26,,376.2,3.7013279358895135,1.5400132238864899,,77.40277059528447,"Steve Mingori",1008978,119171
"A.J. Schugel","- - -",0.29123614728450775,-4.308853894472122,4.600090220570564,0.6257553104653252,56,0.7238284200429916,-0.25841303736259813,11,13,1,2,93,3.7942792387212356,0.5879514068365097,7,77.45251264155732,"A.J. Schugel",11432,519263
"Mike Remlinger","- - -",9.96510389726609,-45.466638676822186,55.43174243532121,1.2963711948807852,470,4.075010232627392,3.6119114890346546,195,95,20,14,547.1,3.823984521445822,6.363083639880642,67,77.45785696206458,"Mike Remlinger",111,121060
"Tony Santillan","CIN",0.16183598339557648,-5.032476216554642,5.19431209564209,1.2280398653820157,42,0.2049504816532135,-0.0731664997502865,17,9,4,3,56.1,4.060001192079945,0.37215501070022583,6,77.562023692791,"Tony Santillan",19926,663574
"Diego Castillo","- - -",6.3443120168522,-22.76617020741105,29.11048124730587,1.4932032140155007,160,2.6194231063127518,1.6293703313809473,106,42,35,11,251,3.9085603878460526,2.1420102268457413,52,77.56533885294994,"Diego Castillo",17496,650895
"Matt Morris","STL",0.5688080191612244,-4.538214206695557,5.107021808624268,1.2322701215744019,19,0.5594397187232971,-0.09784610446403835,14,4,4,,53,3.66246967268144,0.8956121802330017,,77.57352432684584,"Matt Morris",1172,119403
"John Stuper","- - -",0.42962002582498826,-1.0880359970033169,1.5176560021936893,0.3449731241254246,16,-0.08403550088405609,1.3294079539241601,5,2,1,,53.1,3.894108185506046,-0.09867656813003123,,77.58228065818068,"John Stuper",1012652,122909
"Luis Aponte","- - -",0.932240049354732,-10.502647683024406,11.434888057410717,0.6822938677780798,44,2.2937490046024323,-0.9274168515807246,24,22,7,,220,3.67757223955706,1.4049973040819168,,77.59018285560734,"Luis Aponte",1000280,110292
"Sean Doolittle","- - -",10.482793644070625,-39.10938347131014,49.59218508005142,1.4712239993630112,245,7.294705919921398,-0.16948661367754259,189,59,112,26,450.2,2.9451179092022173,11.445032693445683,82,77.61805705940425,"Sean Doolittle",1581,448281
"Ryan Pressly","- - -",7.125860017724335,-55.45078468322754,62.57664501667023,1.3096579434951763,375,7.764862685464323,-2.323854173954018,209,101,110,41,637,3.150958951851065,11.50080805271864,98,77.62723455660446,"Ryan Pressly",7005,519151
"Damaso Marte","- - -",8.837349861860275,-40.30229431390762,49.13964456319809,1.2742669156484323,433,7.454662136733532,-0.5194197998772543,157,93,36,28,503.2,3.71749716689574,7.701370120048523,138,77.6447963216832,"Damaso Marte",247,150122
"John Cerutti","- - -",0.03340596705675125,-10.78419977426529,10.817605927586555,0.7531958801148939,80,1.2488776296377182,-1.2045253330589645,30,24,4,,196,4.267131124327742,0.134743457660079,,77.71552366582576,"John Cerutti",1002106,112160
"Pedro Strop","- - -",5.036707952618599,-47.585634119808674,52.62234231084585,1.4161865132895521,419,5.186872141435742,-1.6303434601116895,185,93,32,36,505.2,3.405313397015218,6.408828899264336,153,77.71860659488269,"Pedro Strop",4070,467008
"Bobby Jenks","- - -",8.508688002824783,-42.12926197052002,50.63794529438019,1.8279664623536547,62,4.348536506295204,0.30619221989223355,142,49,173,28,357.1,3.205416070189488,7.783127535134554,5,77.7508198501843,"Bobby Jenks",8645,408057
"Hunter Harvey","- - -",1.407472474500537,-18.697939932346344,20.105412900447845,1.5307713717501485,137,1.469308468978852,-0.5498553746272393,72,28,11,10,174.1,3.274637878466571,3.1233890801668167,60,77.87655827131235,"Hunter Harvey",15507,640451
"Greg Harris","- - -",2.9024738520383835,-75.6486579105258,78.55111695080996,1.137833460810466,339,5.324282683432102,-2.7734051147842407,165,110,54,,922.1,3.823301306298179,5.268871038570069,,77.88677722137979,"Greg Harris",1005415,115521
"Al Alburquerque","- - -",3.9697054773569107,-13.401276357471943,17.370982164051384,0.9331706867119124,206,2.362021140754223,1.8919760474176712,62,31,1,1,245,3.374286648514343,2.6311661899089813,44,77.891810903079,"Al Alburquerque",6324,456379
"Byung-Hyun Kim","- - -",6.755792044103146,-36.26455421745777,43.020341366529465,1.5109604687418132,113,4.352067025378346,0.11912344178770606,114,49,86,11,365,3.5121263333012793,6.441384866833687,2,77.9287442980882,"Byung-Hyun Kim",61,218294
"Bud Anderson","CLE",-0.6376520097255707,-6.619797945022583,5.982146263122559,0.7429549132311155,18,0.6223766058683395,-1.480641351641967,14,12,7,,114.2,3.9333009533345815,0.3714952766895294,,77.93629177704946,"Bud Anderson",1000220,110245
"Bruce Kison","- - -",1.8810339705087245,-17.72147627733648,19.60250985622406,1.0329221670191115,66,1.570348045323044,0.25073202302049924,34,29,9,,252.1,3.868783067047371,0.8862528456375003,,77.98028349769073,"Bruce Kison",1006978,117128
"Hunter Wood","- - -",1.7232140060514212,-2.387854054570198,4.11106807552278,0.6279201453279067,47,0.11102122813463211,2.6332990789508175,13,4,1,0,74.2,4.596971401009136,-0.03471341822296381,7,77.98780182204177,"Hunter Wood",15091,621056
"Scott Strickland","- - -",1.9596099676564336,-20.54831963777542,22.507929843850434,1.2089079299545031,157,2.114740274846554,-0.4937649142744853,64,35,20,5,242,3.8682147690007027,2.519022756256163,19,78.02135282744938,"Scott Strickland",897,232994
"Brock Burke","TEX",0.6544463038444519,-10.91786789894104,11.572314098477364,1.0231876257495613,98,0.9004491455852985,-0.2608339983975859,35,20,0,7,153.1,4.117660582453939,0.7290109992027283,21,78.05795792732032,"Brock Burke",17968,656271
"Kevin Siegrist","- - -",2.4112677574157715,-20.22842974960804,22.63969774544239,1.2549713678288617,225,1.9564308263361454,-0.03505810084732608,91,40,10,11,245.2,3.6355086667982666,1.9005394279956818,81,78.07445192614574,"Kevin Siegrist",8180,543779
