Name,Team,WPA,-WPA,+WPA,pLI,Pulls,WPA/LI,Clutch,SD,MD,SV,BS,IP,FIP,WAR,HLD,ERA-,NameASCII,PlayerId,MLBAMID
"Aaron Sanchez","- - -",0.6126139722764492,-4.726220071315765,5.33883398771286,0.9657349298581664,48,2.099863648414612,-1.4655136282010721,23,11,3,1,80.1,3.2804733378678557,0.8582691615447402,17,59.955008182755236,"Aaron Sanchez",11490,592717
"Chris Sale","CHW",4.586512058973312,-6.942282050848007,11.528794571757317,1.5405090322446584,55,2.3256029039621353,0.6516675715574771,36,11,12,3,95.1,3.0389496711761708,1.6691006505861878,18,59.9582560746691,"Chris Sale",10603,519242
"Andy Hawkins","- - -",0.2651500047650188,-1.8968320586718619,2.1619819961488247,0.5591413607554776,14,0.09967335313558578,0.3745358958578429,6,4,0,,60.2,3.736481424600744,0.1836330839432776,,59.964019397602044,"Andy Hawkins",1005514,115630
"Mike Adams","- - -",9.189503606408834,-31.55770766735077,40.74721090402454,1.3203229292597327,348,6.223928600549698,0.7361138275259291,169,50,4,20,407.1,3.0935492859810867,7.3484500125050545,150,60.048598637365544,"Mike Adams",1937,430606
"Tyson Miller","- - -",0.06588013144209981,-3.2145840898156166,3.2804642003029585,0.7297290053417664,34,0.8489974960684776,-0.7587172263247184,11,7,0,1,64.2,3.9111739368911613,0.40683334443019703,6,60.07076642061511,"Tyson Miller",19976,668338
"Orlando Pena","- - -",-0.9602220207452774,-5.6569680869579315,4.696741968393326,1.0687891180667812,20,0.46470415592193604,-1.363124624949653,14,10,4,,65.2,2.9759081378042738,0.7660908489488065,,60.21900135979716,"Orlando Pena",1010150,120375
"Jhoan Duran","MIN",8.290566802024841,-17.008305072784424,25.298872470855713,1.917006810898505,70,3.365394175052643,0.9593514413382742,85,18,50,6,166.1,3.081749911598816,2.662260204553604,24,60.30162861878821,"Jhoan Duran",21029,661395
"Tyler Holton","- - -",3.474904365837574,-6.058802753686905,9.533707350492477,0.8473535077252858,87,3.345644149929285,0.7552468408520348,37,12,4,1,145.2,3.6267430404945302,1.331642852164805,20,60.48737077209261,"Tyler Holton",26231,663947
"Dave Pavlas","- - -",0.23659391375258565,-1.8486561216413975,2.0852498952299356,0.6077592314377559,21,0.10470881313085556,0.2845800721944784,7,5,1,,51,3.299953551414613,0.8098611086606979,,60.60656823373204,"Dave Pavlas",1010085,120313
"Darren O'Day","- - -",13.788934513926506,-40.027825616300106,53.81675900518894,1.158519917279891,489,9.414378259330988,2.4878206655712134,210,87,21,25,609,3.482021374803347,8.762607175856829,166,60.64708684283934,"Darren O'Day",3321,503285
"Kevin McGlinchy","ATL",1.4917921721935272,-4.4852778017520905,5.977069973945618,0.9895126657802973,47,0.9760958775877953,0.5315070301699834,20,13,0,,78.2,3.769480611959858,0.972548577003181,,60.69019522030434,"Kevin McGlinchy",1008531,150304
"Matt Miller","- - -",2.3093381952494383,-5.398521885275841,7.707860223017633,0.9603590635599288,76,1.6003351658582687,0.8043260518835784,24,11,2,2,106,3.3112807242825735,1.7123601734638214,12,60.695493692772054,"Matt Miller",1754,285080
"Rick Helling","- - -",1.568166021257639,-4.659874085336924,6.2280401438474655,0.7792621675297755,45,1.4153072126209736,0.5970656274832131,18,7,0,1,103.2,4.524738576180995,0.014618001878261566,5,60.698876101003115,"Rick Helling",58,115727
"Mike Minor","- - -",1.9221940468996763,-6.444418034516275,8.366611964200274,1.3790022896483858,53,1.5795516148209572,-0.18564961673958202,25,10,6,3,80,2.944231952368194,2.091087964363396,17,60.84857021581298,"Mike Minor",10021,501985
"Dellin Betances","- - -",10.172936607850716,-35.992495734710246,46.16542946724803,1.5487558033630269,287,7.324975527822971,-0.7565180694161544,159,52,36,19,392.1,2.3875788730040206,11.19523499533534,121,61.031296341927344,"Dellin Betances",6216,476454
"Robert Suarez","SDP",4.316203728318214,-9.659153699874878,13.9753577709198,1.5798201833953376,63,3.2721542716026306,-0.5400688268896365,54,13,25,9,119,3.409557798439641,1.6614802880212665,20,61.08400376638987,"Robert Suarez",30115,663158
"Mike Fyhrie","- - -",1.0588918924331665,-4.141701957210898,5.200593989342451,0.5664158205884372,54,1.7153371945023537,0.1541231100016882,14,8,0,0,118.2,3.850156259260501,1.178792241960764,1,61.13166401337782,"Mike Fyhrie",1447,114499
"Raisel Iglesias","- - -",12.756838947534561,-52.809171333909035,65.56600689888,1.6295026710112597,102,9.011021660640836,-1.1823514936764932,210,61,213,31,520.1,3.12311109913922,11.044484596699476,27,61.33694067116885,"Raisel Iglesias",17130,628452
"Bill Swift","- - -",4.836663585156202,-19.681601982563734,24.518266090657562,1.0835045816462774,116,4.248101212084293,0.2158056943427873,62,33,27,,309.1,3.11863572244116,5.301874685101211,,61.44230586991839,"Bill Swift",1012788,123053
"Frank Tanana","- - -",0.9397119397763163,-2.4702459638938308,3.4099579678149894,0.8642526714554928,12,0.20203288458287716,0.8852786977970097,8,5,1,,52,3.63668981879125,0.46205319557338953,,61.55810336488006,"Frank Tanana",1012818,123084
"Bob Ojeda","- - -",1.0280719986185431,-6.91870004683733,7.946771934628487,1.0430418091336477,34,1.634903997182846,-0.6492560685801936,14,9,1,,113.1,3.2835070674603535,0.9112032689154148,,62.131415665132536,"Bob Ojeda",1009756,119964
"Garrett Crochet","CHW",0.7512156963348389,-5.324581906199455,6.07579779624939,1.125918474442289,54,0.9929127097129822,-0.3257101427536425,23,9,0,2,73,3.1591444834598557,1.496352344751358,12,62.25638086905522,"Garrett Crochet",27463,676979
"Eric Gagne","- - -",17.49889279040508,-31.95941989403218,49.45831310003996,1.7133555587882467,85,8.007764965295792,2.20546409895109,171,35,187,17,378.1,2.6109718094511756,11.914707627147436,12,62.31272784274392,"Eric Gagne",650,150378
"Cody Reed","- - -",0.27830011025071144,-2.2143106162548065,2.4926105588674545,0.5182811859137842,31,0.6462367009371519,-0.10926928283564574,4,4,1,0,55.1,4.385014677108229,0.08043799176812172,4,62.55302758433952,"Cody Reed",15232,642003
"Andrés Muñoz","- - -",4.115690028411336,-18.598604665137827,22.714294633828104,1.7187532696882575,118,3.096613299101591,-0.7020345652046496,88,32,36,11,182,2.561947190258484,4.58408716507256,50,62.555982106335826,"Andres Munoz",20373,662253
"Bryan Abreu","HOU",3.9366182163357735,-18.257882446050644,22.19450092315674,1.1825770655225154,181,1.8818346858024597,1.4470123983378027,78,33,9,11,235.2,3.1444353692749143,3.53298506885767,65,62.76318685692852,"Bryan Abreu",16609,650556
"Dylan Lee","ATL",0.7454326413571835,-6.623995125293732,7.369427859783173,0.8213708342207588,94,1.8113934434950352,-0.903846437562713,23,16,0,4,118.2,3.2522868739256143,1.5351900607347488,18,62.794068964366424,"Dylan Lee",19996,669276
"Bryan Harvey","- - -",9.403254065662622,-44.77601678669453,54.179266802966595,1.9492328428309211,44,5.4760400503873825,-0.6519606181908504,157,53,177,,387,2.6683504340628,10.490372154861689,,63.07908909906531,"Bryan Harvey",1005469,115583
"Aroldis Chapman","- - -",20.7762353643775,-79.56037497520447,100.33661019802094,1.7464782952537652,266,13.006339851766825,-1.1102656658813999,367,97,325,47,740,2.4537245795041036,21.94056549668312,57,63.16108649711469,"Aroldis Chapman",10233,547973
"Felipe Vázquez","- - -",11.09968215227127,-26.239172220230103,37.33885478973389,1.4766848608044512,148,6.581054359674454,0.9355678031778929,136,36,89,14,330.2,2.657323904878987,8.182297050952911,46,63.26630868723652,"Felipe Vazquez",12076,553878
"Brusdar Graterol","- - -",2.8081183433532715,-14.038612246513367,16.84673023223877,1.2900628704860293,134,3.071719743311405,-0.8949899051018013,54,27,11,5,177,3.2526588435938995,2.871433809399605,39,63.59165306750658,"Brusdar Graterol",20367,660813
"Jonny Venters","- - -",5.686474271118641,-22.822661727666855,28.509136229753494,1.3747720927644689,239,2.93784449249506,1.1984587544554648,108,37,10,13,271.2,3.2333847577847026,2.3361130878329277,96,63.83976565083299,"Jonny Venters",7175,458924
"Josh Hader","- - -",16.594999134540558,-43.97915196418762,60.57415151596069,1.7822299209937644,137,10.07406747341156,-0.762699204334778,215,53,187,26,437.2,2.818522693110161,11.86040236055851,39,63.854427463127784,"Josh Hader",14212,623352
"Tom Henke","- - -",20.888588473200798,-80.83890104293823,101.7274939417839,1.7001287720175402,94,13.451072216033936,-1.1645979106715583,289,98,311,,789.2,2.7222338702170576,20.59226267039776,,63.87727883908217,"Tom Henke",1005649,115765
"Tanner Houck","BOS",2.044182002544403,-3.965753674507141,6.009935617446899,1.3630554812595184,17,1.4037823677062988,0.09592327938555423,15,2,9,1,53.2,3.1235222849538924,0.7907102108001709,2,63.9041916173661,"Tanner Houck",19879,656557
"Chad Green","- - -",6.724140860140324,-28.29847826063633,35.02261933684349,1.2239005100624314,230,7.195859357714653,-1.7018336547616215,129,46,19,16,372.2,3.0440000771760904,7.819151520729065,61,63.93933498613874,"Chad Green",15552,643338
"Scott Downs","- - -",7.269171895459294,-42.60018062591553,49.869351267814636,1.3283116055735902,456,7.6604775339365005,-2.187987596366221,176,95,27,27,504,3.5513027768865664,5.616047270596027,174,63.98135338544906,"Scott Downs",773,275933
"Steve Shifflett","KCR",-0.35815203189849854,-3.3638360500335693,3.0056838989257812,0.980137050151825,19,-0.14676810801029205,-0.21864204748073868,7,4,0,,52,4.417933977849464,-0.23774264752864838,,64.16984344257902,"Steve Shifflett",1011896,122155
"Roberto Osuna","- - -",7.5484678745269775,-33.40592808276415,40.95440149307251,1.8000973985709396,67,7.194370850920677,-3.0010044916783656,144,38,155,26,315,2.7558028985600416,8.89213016629219,10,64.25350991497758,"Roberto Osuna",13764,532077
"Hector Velázquez","BOS",1.131484031677246,-4.323508054018021,5.454991936683655,0.667498947566431,40,1.227503426373005,0.46760640983334834,13,7,0,1,99.1,3.6820155178864398,0.8043581545352936,4,64.36765465945012,"Hector Velazquez",19341,584171
"Kenley Jansen","- - -",27.158139914274216,-83.51857554912567,110.67671084403992,1.7178629488081134,212,15.999215453863144,-0.1899566692103516,421,93,440,59,852,2.520100433495477,24.574928879737854,39,64.3905488271972,"Kenley Jansen",3096,445276
"Scott Elarton","- - -",1.2029558382928371,-6.336122140288353,7.5390781462192535,0.979677112538571,43,1.3921495079994202,-0.1642389822796766,24,9,3,0,100.1,3.2744471473948704,1.4222048725932837,0,64.39248164837363,"Scott Elarton",426,134003
"Mike Witt","CAL",-1.5622899606823921,-9.915094256401062,8.352808117866516,1.3375053281078533,20,-0.38559263199567795,-0.7824699751959794,10,12,6,,87.1,4.031950743355398,0.007136788219213486,,64.61459435998553,"Mike Witt",1014174,124491
"Jeff Zimmerman","TEX",9.903398036956787,-18.405948162078857,28.309346199035645,1.4770196464436114,112,5.372818827629089,1.3321685168536517,83,21,32,,228.2,3.955918539429641,3.381550967693329,,65.31443474054657,"Jeff Zimmerman",1014446,150293
"Jim Bibby","- - -",-0.6149219907820225,-12.657216161489487,12.04229399561882,0.9377815592967743,57,1.5243840366601944,-2.1801038945374827,29,18,7,,187,3.3720528546543758,1.4673682823777199,,65.38980662402179,"Jim Bibby",1000945,110973
"Carmen Mlodzinski","PIT",1.0701055228710175,-4.828226804733276,5.898332357406616,1.250886553851041,48,1.1026161909103394,-0.24713851423651323,21,7,1,3,64.1,3.5878122661595153,0.6530891507863998,13,65.4089079110982,"Carmen Mlodzinski",27572,669387
"Clay Carroll","- - -",2.5849639549851418,-27.58196383714676,30.166932702064514,1.2528433177430751,99,4.459679961204529,-2.3964020409919637,67,42,24,,345.2,3.2187648643600255,3.2661515697836876,,65.59321411114905,"Clay Carroll",1001997,112041
"Bart Johnson","CHW",-0.34423598647117615,-6.046247959136963,5.702012062072754,0.9866397976875305,14,-0.07986131310462952,-0.26903601221915185,7,8,2,,79.2,3.792436361253598,0.41380634903907776,,65.60711951955747,"Bart Johnson",1006422,116571
"Ranger Suárez","PHI",2.6593100770842284,-5.461151868570596,8.120462035294622,0.9859342101559627,46,1.0549475336447358,1.6423014812398966,21,9,4,4,96,3.8804183472456737,0.942226535640657,6,65.69466167103364,"Ranger Suarez",17277,624133
"Joey Devine","- - -",1.6382459998130798,-6.021338105201721,7.6595839858055115,1.154624482098314,72,1.4676820859313011,-0.048825977115841024,29,10,1,3,88.1,3.2676112187208393,1.5471083018928766,19,65.69836547826304,"Joey Devine",9862,457733
"Ken Giles","- - -",10.303543917834759,-31.02265004813671,41.32619425654411,1.5413572379655143,154,6.0002057030797005,0.6845158293761564,149,35,115,15,355.1,2.461070964188891,9.500553201884031,47,65.78630617505215,"Ken Giles",12910,571704
"Alexis Díaz","CIN",8.280269503593445,-18.32734441757202,26.607614040374756,1.9623178257287004,65,2.563542309217155,1.6560949967419818,78,22,69,9,170.1,3.6805847342394062,2.8929729610681534,15,65.83719555513024,"Alexis Diaz",21132,664747
"Bobby Witt","- - -",0.9486900266492739,-2.7703959514619783,3.719086003722623,0.6734975751193352,20,0.6322723762132227,0.7763296168691995,8,2,0,,66.2,3.8934430038024406,0.5622227331623435,,65.98227761657508,"Bobby Witt",1014170,124492
"Dwight Gooden","- - -",0.6550559403840452,-2.310802087187767,2.965857908129692,0.685198747712698,16,0.5669326633214951,0.38907600215071403,6,1,3,,54.1,4.760642361635352,0.19395234528928995,,66.27160924424959,"Dwight Gooden",1004852,114947
"Larry Bradford","ATL",0.9953300207853317,-6.514052033424377,7.509381964802742,0.9939870133384515,60,0.9104742854833603,0.09087684630091686,23,13,7,,103.2,3.5484160677775254,0.8536860756576061,,66.36323904565958,"Larry Bradford",1001300,111338
"Rafael Soriano","- - -",16.292046267539263,-53.11251769121736,69.40456511080265,1.4981540360494718,240,9.82326002791524,1.0514870778631877,257,68,207,38,594,3.204430621906628,9.915188286453485,76,66.75894808522959,"Rafael Soriano",1100,400089
"Joel Zumaya","DET",2.3814979195594788,-23.236735820770264,25.61823582649231,1.6002146137666098,136,2.2865081652998924,-0.7982715881111162,69,34,5,21,209.2,3.9413498714991086,2.7411690801382065,61,67.07809327711223,"Joel Zumaya",4699,451491
"Adbert Alzolay","CHC",1.6499358713626862,-12.407264575362206,14.057201325893402,1.4849561194960887,42,2.0455062836408615,-0.9344055247022187,38,16,27,8,124,3.3955048123594174,1.9508385360240936,8,67.15433766843476,"Adbert Alzolay",17859,640470
"Derek Lowe","- - -",9.448733657598495,-38.44542418420315,47.89415796101093,1.4645494690217908,136,5.315836980938911,1.1357946351030792,121,52,86,0,417.2,3.3217484028375375,8.042905520647764,3,67.1906621488037,"Derek Lowe",199,117955
"Blake Treinen","- - -",9.891446613706648,-48.10093468427658,57.992383033037186,1.5240317442772895,289,5.498272389173508,0.9920429542232716,186,79,80,29,497.1,3.2956389178684713,8.444015524350107,96,67.47742936454759,"Blake Treinen",12572,595014
"Chad Cordero","- - -",9.317552022635937,-35.211952067911625,44.52950444817543,1.7787462115036639,84,3.431338831782341,1.806930665224396,138,44,128,24,330.1,4.050348605906598,2.6611825861036777,11,67.69726904329286,"Chad Cordero",1816,430101
"Brad Ziegler","- - -",14.384170144796371,-62.72412770986557,77.1082980632782,1.4523304314473564,475,10.164116077125072,-0.2599167066956696,261,90,105,37,717.1,3.4953316557753817,6.001463769003749,147,67.77951560377656,"Brad Ziegler",7293,446899
"Mickey Mahler","- - -",0.6954879607073963,-4.28570408327505,4.981191921746358,0.6056730301920757,42,1.2432126980274916,-0.09492323153624338,13,11,4,,115.1,3.113365634959519,1.695093116723001,,67.83388022267123,"Mickey Mahler",1007987,118161
"Ryan Helsley","STL",5.860423913225532,-23.389846563339233,29.250269889831543,1.5420827158230288,104,4.065926276147366,-0.265595818453499,95,31,69,17,245,3.2686004817675665,4.766432628035545,22,67.84996252018303,"Ryan Helsley",18138,664854
"Matt Turner","- - -",-0.017745912075042725,-7.703336000442505,7.685589790344238,1.3894696999649976,36,0.3306330740451813,-0.3434047898123475,21,15,1,,80.2,3.9280986121343355,0.5243961475789547,,67.91152518287831,"Matt Turner",1013231,123521
"Keegan Thompson","CHC",2.2736422419548035,-7.583045959472656,9.856688141822815,1.0366004280011012,48,1.4300080686807632,0.7633561057283833,21,12,4,2,120.1,4.028336414836098,0.6771011017262936,4,68.01192422280728,"Keegan Thompson",19795,624522
"Kendall Graveman","- - -",3.552156215533614,-21.780999958515167,25.33315646648407,1.6443186004730015,141,1.815145954489708,0.3451143591209318,80,32,24,16,202,3.7736583613495074,2.039406806230545,56,68.02891170398449,"Kendall Graveman",15514,608665
"Brandon Morrow","- - -",2.6494780778884888,-18.239117681980133,20.88859584927559,1.30537190455015,126,3.3267006427049637,-1.2970276670164473,67,27,40,10,214.2,3.4273487382766934,3.053472040221095,35,68.18576003958287,"Brandon Morrow",9346,453344
"Jake Cousins","- - -",0.20905622467398643,-4.179719835519791,4.388775989413261,0.798059054347406,51,0.5920511651784182,-0.3300953317909538,14,11,0,1,72.2,4.036707807293096,0.31449977308511734,9,68.30495077253244,"Jake Cousins",21620,664776
"Keith Foulke","- - -",21.46161406300962,-60.91543525457382,82.37705674767494,1.3966404370389351,205,13.93953101336956,1.427068358843318,249,74,191,20,749.1,3.6099830255712773,12.474044013768435,31,68.41670904264505,"Keith Foulke",231,114342
"David Price","- - -",1.2419441901147366,-4.03236785531044,5.274311903864145,0.7677272634045161,59,0.5810031890869141,1.0366861249636086,15,5,3,2,91,3.885941805526963,0.6117878742516041,7,68.46599105753504,"David Price",3184,456034
"Hideki Okajima","- - -",4.062963902950287,-22.363811880350113,26.426776379346848,1.4232411591566152,222,3.712668489664793,-0.8579422355716924,88,42,6,16,250.1,3.917272142252267,2.7066059298813343,84,68.49637618482775,"Hideki Okajima",7763,506606
"Jordan Romano","TOR",10.525661796331406,-26.976719617843628,37.50238108634949,1.9986254686117173,68,2.845043607056141,2.421406741764205,112,32,105,13,229.2,3.5326663973087147,3.9035246074199677,19,68.62697800717396,"Jordan Romano",16122,605447
"Ron Guidry","NYY",1.3277699996251613,-2.788733996450901,4.116504094097763,0.6308701510301055,22,0.6949629709124565,1.4097015110845676,8,6,4,,84.1,2.1888188993678286,1.9622818869538605,,68.64695142663031,"Ron Guidry",1005124,115228
"Francisco Rodríguez","- - -",23.802274260669947,-108.68989026546478,132.49216583371162,1.8036183949392783,271,14.331434895284474,-1.134477973877999,439,116,437,76,976,3.3103681358789627,16.254623748362064,88,68.649768543975,"Francisco Rodriguez",1642,408061
"Rich Gossage","- - -",31.68848918005824,-152.55983346700668,184.24832957983017,1.7164119317440998,245,17.669900177046657,0.7921534791864246,419,185,308,,1448.1,3.0211340671165035,29.074332997202873,,68.6604475631231,"Rich Gossage",1004894,114989
"Lee Gardner","- - -",0.5339240171015263,-6.418791860342026,6.952715829014778,0.8827277240799922,61,0.3610779494047165,0.2437790212517783,20,11,2,2,101.2,4.114741148750203,0.8761952742934227,10,68.71892854015321,"Lee Gardner",1448,421104
"Dennis Eckersley","- - -",15.70906824246049,-86.21377728506923,101.92284872382879,1.7043023606379493,133,13.294119767844677,-4.076818539334779,323,107,390,,807.1,2.7674835859869042,20.41909845918417,,68.97678365010484,"Dennis Eckersley",1003660,113726
"Bowden Francis","TOR",0.17454627191182226,-1.5469938949681818,1.721540166880004,0.391459847433549,16,0.7976890355348587,-0.3518035301473571,5,3,1,0,63.2,4.222192265166676,0.1253934856504202,0,69.01344202006202,"Bowden Francis",20548,670102
"Collin McHugh","- - -",2.4122400637716055,-18.347582265734673,20.759822045452893,0.9518525048590428,170,3.5586390495300293,-1.0243807989528273,68,31,1,9,292.1,3.090990812132319,4.6654325276613235,46,69.02321819223793,"Collin McHugh",7531,543521
